Unnamed: 0,Player Name,Salary,Position,Age,Team,GP,MP,FG,FGA,FG%,3P,3PA,3,2P,2PA,2,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Total Minutes
37.0,Jayson Tatum,30351780.0,SF,24.0,BOS,74.0,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,30.1,2732.0
38.0,Bam Adebayo,30351780.0,C,25.0,MIA,75.0,34.6,8.0,14.9,0.54,0.0,0.2,0.083,8.0,14.7,0.545,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,20.4,2598.0
39.0,De'Aaron Fox,30351780.0,PG,25.0,SAC,73.0,33.4,9.3,18.2,0.512,1.6,5.0,0.324,7.7,13.2,0.584,4.7,6.0,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,25.0,2435.0
40.0,Gordon Hayward,30075000.0,SF,32.0,CHO,50.0,31.5,5.5,11.6,0.475,1.0,3.2,0.325,4.5,8.4,0.532,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2.0,14.7,1577.0
41.0,Jaylen Brown,29776785.0,SF,26.0,BOS,67.0,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,26.6,2405.0
42.0,Chris Paul,28400000.0,PG,37.0,PHO,59.0,32.0,5.0,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,13.9,1889.0
43.0,Kyle Lowry,28333334.0,PG,36.0,MIA,55.0,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,11.2,1718.0
44.0,Jalen Brunson,27733332.0,PG,26.0,NYK,68.0,35.0,8.6,17.6,0.491,2.0,4.7,0.416,6.7,12.8,0.519,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,24.0,2379.0
45.0,DeMar DeRozan,27300000.0,SF,33.0,CHI,74.0,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,24.5,2682.0
46.0,Al Horford,26500000.0,C,36.0,BOS,63.0,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,2.4,0.539,0.2,0.3,0.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,9.8,1922.0
47.0,Draymond Green,25806468.0,PF,32.0,GSW,73.0,31.5,3.4,6.5,0.527,0.5,1.8,0.305,2.9,4.7,0.612,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1.0,0.8,2.8,8.5,2297.0
48.0,Julius Randle,23760000.0,PF,28.0,NYK,77.0,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,25.1,2737.0
49.0,John Collins,23500000.0,PF,25.0,ATL,71.0,30.0,5.1,10.0,0.508,1.0,3.4,0.292,4.1,6.6,0.619,2.0,2.5,0.803,1.1,5.4,6.5,1.2,0.6,1.0,1.1,13.1,2130.0
50.0,Mike Conley,22680000.0,PG,35.0,MIN/UTA,67.0,30.3,3.9,9.1,0.428,2.0,5.2,0.385,1.9,3.9,0.486,2.1,2.5,0.834,0.5,2.2,2.7,6.7,1.1,0.2,1.5,11.9,2029.0
51.0,Malcolm Brogdon,22600000.0,PG,30.0,BOS,67.0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,14.9,1744.0
52.0,Anfernee Simons,22321429.0,SG,23.0,POR,62.0,35.0,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,21.1,2171.0
53.0,Terry Rozier,21486316.0,SG,28.0,CHO,63.0,35.3,7.8,18.9,0.415,2.6,8.0,0.327,5.2,10.8,0.48,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,21.1,2221.0
54.0,Fred VanVleet,21250000.0,PG,28.0,TOR,69.0,36.7,6.3,16.1,0.393,3.0,8.8,0.342,3.3,7.3,0.455,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,19.3,2535.0
55.0,Buddy Hield,21177750.0,SF,30.0,IND,80.0,31.0,5.9,13.0,0.458,3.6,8.5,0.425,2.3,4.5,0.518,1.3,1.6,0.822,0.8,4.2,5.0,2.8,1.2,0.3,1.7,16.8,2482.0
56.0,Domantas Sabonis,21100000.0,C,26.0,SAC,79.0,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,19.1,2736.0
57.0,Jerami Grant,20955000.0,PF,28.0,POR,63.0,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,20.5,2246.0
58.0,Aaron Gordon,20690909.0,PF,27.0,DEN,68.0,30.2,6.3,11.2,0.564,0.9,2.5,0.347,5.4,8.6,0.628,2.8,4.6,0.608,2.4,4.1,6.6,3.0,0.8,0.8,1.4,16.3,2055.0
59.0,Mikal Bridges,20100000.0,SF-SG,26.0,BRK/PHO,83.0,35.7,7.1,15.3,0.468,2.0,5.3,0.382,5.1,9.9,0.514,3.8,4.3,0.895,1.0,3.4,4.4,3.3,1.1,0.7,1.5,20.1,2963.0
60.0,Jarrett Allen,20000000.0,C,24.0,CLE,68.0,32.6,5.9,9.2,0.644,0.0,0.1,0.1,5.9,9.1,0.653,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,14.3,2220.0
61.0,Nicolas Batum,19700319.0,PF,34.0,LAC,78.0,21.9,2.1,4.9,0.42,1.6,4.1,0.391,0.5,0.8,0.563,0.4,0.6,0.708,0.8,3.0,3.8,1.6,0.7,0.6,0.6,6.1,1709.0
62.0,Eric Gordon,19568360.0,SG,34.0,HOU/LAC,69.0,28.5,4.2,9.5,0.446,1.9,5.2,0.371,2.3,4.3,0.535,2.1,2.5,0.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,12.4,1965.0
63.0,Spencer Dinwiddie,19500000.0,SG-PG,29.0,BRK/DAL,79.0,34.5,5.8,13.3,0.438,2.3,6.2,0.369,3.5,7.1,0.498,3.4,4.2,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,17.3,2725.0
64.0,Caris LeVert,18796296.0,SG,28.0,CLE,74.0,30.2,4.3,10.0,0.431,1.7,4.4,0.392,2.6,5.6,0.462,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,12.1,2237.0
65.0,Joe Harris,18642857.0,SF,31.0,BRK,74.0,20.6,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,7.6,1527.0
66.0,Harrison Barnes,18352273.0,PF,30.0,SAC,82.0,32.5,4.6,9.6,0.473,1.6,4.3,0.374,3.0,5.3,0.553,4.3,5.0,0.847,1.1,3.4,4.5,1.6,0.7,0.1,1.0,15.0,2662.0
67.0,Clint Capela,18206896.0,C,28.0,ATL,65.0,26.6,5.4,8.2,0.653,0.0,0.0,0.0,5.4,8.2,0.654,1.2,2.0,0.603,4.0,7.1,11.0,0.9,0.7,1.2,0.8,12.0,1730.0
68.0,Evan Fournier,18000000.0,SG,30.0,NYK,27.0,17.0,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.404,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,6.1,459.0
69.0,Steven Adams,17926829.0,C,29.0,MEM,42.0,27.0,3.7,6.3,0.597,0.0,0.0,0.0,3.7,6.2,0.599,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,8.6,1133.0
71.0,OG Anunoby,17357143.0,SF,25.0,TOR,67.0,35.6,6.3,13.2,0.476,2.1,5.5,0.387,4.2,7.7,0.539,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,16.8,2386.0
72.0,Marcus Smart,17207142.0,PG,28.0,BOS,61.0,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,11.5,1957.0
73.0,Derrick White,17142857.0,SG,28.0,BOS,82.0,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,2.0,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,12.4,2319.0
74.0,Dejounte Murray,17071120.0,SG,26.0,ATL,74.0,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,20.5,2693.0
75.0,Mitchell Robinson,17045454.0,C,24.0,NYK,59.0,27.0,3.2,4.7,0.671,0.0,0.0,,3.2,4.7,0.671,1.0,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,7.4,1591.0
76.0,Duncan Robinson,16902000.0,SF,28.0,MIA,42.0,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0.0,0.7,6.4,691.0
77.0,Norman Powell,16758621.0,SG,29.0,LAC,60.0,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,17.0,1567.0
78.0,Collin Sexton,16700000.0,PG,24.0,UTA,48.0,23.9,4.9,9.8,0.506,1.0,2.5,0.393,3.9,7.2,0.546,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,14.3,1145.0
79.0,Markelle Fultz,16500000.0,PG,24.0,ORL,60.0,29.6,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,14.0,1778.0
80.0,Lauri Markkanen,16475454.0,PF,25.0,UTA,66.0,34.4,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,25.6,2273.0
81.0,Marcus Morris,16372093.0,PF,33.0,LAC,65.0,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,1.0,1.3,0.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,11.2,1825.0
82.0,Malik Beasley,15558035.0,SG,26.0,LAL/UTA,81.0,25.8,4.6,11.6,0.395,2.9,8.1,0.357,1.7,3.4,0.484,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,12.7,2093.0
83.0,Luguentz Dort,15277778.0,SF,23.0,OKC,74.0,30.7,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1.0,0.3,1.2,13.7,2272.0
84.0,Will Barton,15059712.0,SG,32.0,WAS/TOR,56.0,17.7,2.5,6.5,0.379,1.2,3.2,0.367,1.3,3.3,0.391,0.7,0.8,0.787,0.3,2.2,2.4,2.0,0.5,0.2,0.9,6.8,993.0
85.0,Tyus Jones,15000000.0,PG,26.0,MEM,80.0,24.3,3.9,8.9,0.438,1.5,4.1,0.371,2.4,4.8,0.495,1.0,1.3,0.8,0.4,2.2,2.5,5.2,1.0,0.1,0.9,10.3,1940.0
86.0,Derrick Rose,14520730.0,PG,34.0,NYK,27.0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,5.6,338.0
87.0,Kevin Huerter,14508929.0,SG,24.0,SAC,75.0,29.4,5.6,11.5,0.485,2.7,6.8,0.402,2.9,4.7,0.604,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,15.2,2203.0
88.0,Christian Wood,14317459.0,C,27.0,DAL,67.0,25.9,5.9,11.5,0.515,1.6,4.2,0.376,4.3,7.3,0.594,3.2,4.2,0.772,1.3,6.0,7.3,1.8,0.4,1.1,1.8,16.6,1738.0
89.0,Kentavious Caldwell-Pope,14004703.0,SG,29.0,DEN,76.0,31.3,3.8,8.3,0.462,1.8,4.2,0.423,2.1,4.1,0.502,1.4,1.6,0.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,10.8,2381.0
90.0,Brook Lopez,13906976.0,C,34.0,MIL,78.0,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,15.9,2373.0
91.0,Patrick Beverley,13801614.0,SG-PG,34.0,LAL/CHI,67.0,27.1,2.1,5.4,0.4,1.2,3.6,0.335,1.0,1.8,0.529,0.7,1.0,0.723,0.7,3.0,3.7,2.9,0.9,0.6,0.9,6.2,1816.0
92.0,Doug McDermott,13750000.0,SF,31.0,SAS,64.0,20.5,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,10.2,1314.0
93.0,Luke Kennard,13745455.0,SG,26.0,LAC/MEM,59.0,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,9.3,1315.0
94.0,Zion Williamson,13534817.0,PF,22.0,NOP,29.0,33.0,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,6.1,8.6,0.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,26.0,956.0
95.0,Jordan Clarkson,13340000.0,SG,30.0,UTA,61.0,32.6,7.5,16.9,0.444,2.5,7.5,0.338,5.0,9.4,0.53,3.3,4.0,0.816,1.2,2.9,4.0,4.4,0.5,0.2,3.0,20.8,1988.0
96.0,Gary Harris,13000000.0,SG,28.0,ORL,48.0,24.7,2.9,6.4,0.45,2.0,4.5,0.431,0.9,1.9,0.494,0.6,0.6,0.9,0.4,1.6,2.0,1.2,0.9,0.3,0.6,8.3,1184.0
97.0,Kyle Kuzma,13000000.0,PF,27.0,WAS,64.0,35.0,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,21.2,2239.0
98.0,Josh Hart,12960000.0,SF,27.0,NYK/POR,76.0,32.3,3.6,6.8,0.529,0.8,2.2,0.372,2.8,4.7,0.601,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,9.8,2454.0
99.0,Dorian Finney-Smith,12939848.0,PF,29.0,BRK/DAL,66.0,30.4,3.0,7.6,0.391,1.7,5.1,0.337,1.2,2.5,0.503,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,8.3,2009.0
100.0,Kelly Olynyk,12804878.0,C,31.0,UTA,68.0,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,2.9,3.4,0.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,12.5,1942.0
101.0,Chris Boucher,12690000.0,PF,30.0,TOR,76.0,20.0,3.4,7.0,0.493,0.8,2.5,0.328,2.6,4.5,0.585,1.7,2.2,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,9.4,1523.0
102.0,Robert Covington,12307692.0,PF,32.0,LAC,48.0,16.2,2.1,4.8,0.445,1.1,2.8,0.397,1.0,1.9,0.516,0.6,0.8,0.75,0.6,2.8,3.5,1.2,0.8,0.7,0.7,6.0,779.0
103.0,Josh Richardson,12196094.0,SG,29.0,NOP/SAS,65.0,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2.0,4.0,0.506,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,10.1,1530.0
104.0,Ja Morant,12119440.0,PG,23.0,MEM,61.0,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15.0,0.519,6.1,8.1,0.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,26.2,1948.0
106.0,Terrence Ross,11500000.0,SG,31.0,ORL/PHO,63.0,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,8.3,1330.0
107.0,Reggie Jackson,11457217.0,PG,32.0,DEN/LAC,68.0,24.4,3.9,9.4,0.411,1.4,4.2,0.333,2.5,5.2,0.474,1.0,1.1,0.91,0.4,1.8,2.1,3.4,0.7,0.1,1.7,10.2,1657.0
108.0,Dillon Brooks,11400000.0,SF,27.0,MEM,73.0,30.3,5.4,13.6,0.396,2.0,6.0,0.326,3.4,7.6,0.451,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,14.3,2214.0
109.0,Richaun Holmes,11215260.0,C,29.0,SAC,42.0,8.3,1.3,2.1,0.618,0.1,0.2,0.625,1.2,1.9,0.617,0.4,0.5,0.789,0.7,1.2,1.9,0.2,0.1,0.3,0.3,3.1,348.0
110.0,Dwight Powell,11080125.0,C,31.0,DAL,76.0,19.2,2.6,3.5,0.732,0.0,0.1,0.0,2.6,3.5,0.746,1.5,2.2,0.667,2.0,2.2,4.1,0.9,0.6,0.3,0.9,6.7,1458.0
111.0,Paolo Banchero,11055120.0,PF,20.0,ORL,72.0,33.8,6.7,15.6,0.427,1.2,4.0,0.298,5.5,11.6,0.471,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,20.0,2430.0
112.0,RJ Barrett,10900634.0,SG,22.0,NYK,73.0,33.9,7.0,16.1,0.434,1.7,5.3,0.31,5.3,10.8,0.495,4.0,5.4,0.74,0.8,4.2,5.0,2.8,0.4,0.2,2.2,19.6,2475.0
113.0,Bobby Portis,10843350.0,PF,27.0,MIL,70.0,26.0,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,14.1,1818.0
114.0,DeAndre Jordan,10733758.0,C,34.0,DEN,39.0,15.0,2.3,2.9,0.765,0.0,0.0,1.0,2.2,2.9,0.763,0.6,1.2,0.458,1.3,3.8,5.2,0.9,0.3,0.6,1.2,5.1,586.0
115.0,Anthony Edwards,10733400.0,SG,21.0,MIN,79.0,36.0,8.9,19.5,0.459,2.7,7.3,0.369,6.3,12.2,0.513,4.0,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,24.6,2842.0
116.0,Robert Williams,10714287.0,C,25.0,BOS,35.0,23.5,3.6,4.9,0.747,0.0,0.0,0.0,3.6,4.8,0.751,0.7,1.2,0.61,3.0,5.4,8.3,1.4,0.6,1.4,1.0,8.0,824.0
118.0,Mo Bamba,10300000.0,C,24.0,LAL/ORL,49.0,15.7,2.4,4.9,0.485,1.0,2.5,0.387,1.4,2.4,0.59,0.8,1.3,0.661,1.2,3.4,4.6,0.9,0.3,0.9,0.6,6.6,769.0
119.0,Talen Horton-Tucker,10260000.0,SG,22.0,UTA,65.0,20.2,4.0,9.4,0.419,0.9,3.1,0.286,3.1,6.3,0.485,1.9,2.6,0.75,0.6,2.6,3.2,3.8,0.6,0.4,1.9,10.7,1313.0
120.0,Jae Crowder,10183800.0,PF,32.0,MIL,18.0,18.9,2.5,5.2,0.479,1.3,3.1,0.436,1.2,2.2,0.538,0.6,0.7,0.833,0.9,2.9,3.8,1.5,0.7,0.3,0.4,6.9,340.0
121.0,Ivica Zubac,10123457.0,C,25.0,LAC,76.0,28.6,4.3,6.8,0.634,0.0,0.0,0.0,4.3,6.7,0.637,2.2,3.1,0.697,3.1,6.8,9.9,1.0,0.4,1.3,1.5,10.8,2170.0
122.0,Reggie Bullock,10012800.0,SF,31.0,DAL,78.0,30.3,2.5,6.0,0.409,1.9,5.1,0.38,0.5,0.9,0.562,0.3,0.5,0.703,0.4,3.2,3.6,1.4,0.7,0.2,0.5,7.2,2364.0
123.0,Alec Burks,10012800.0,SG,31.0,DET,51.0,22.0,3.9,9.0,0.436,1.9,4.7,0.414,2.0,4.3,0.459,3.0,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,12.8,1122.0
124.0,De'Andre Hunter,9835881.0,SF,25.0,ATL,67.0,31.7,5.7,12.3,0.461,1.5,4.3,0.35,4.2,8.0,0.521,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,15.4,2126.0
125.0,James Wiseman,9603360.0,C,21.0,GSW/DET,45.0,19.3,4.2,7.5,0.558,0.1,0.4,0.2,4.1,7.1,0.58,1.5,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,10.0,867.0
126.0,Landry Shamet,9500000.0,SG,25.0,PHO,40.0,20.2,2.8,7.5,0.377,1.9,5.0,0.377,1.0,2.5,0.376,1.1,1.3,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,8.7,807.0
127.0,Malik Monk,9472219.0,SG,24.0,SAC,77.0,22.3,4.6,10.3,0.448,1.9,5.2,0.359,2.8,5.2,0.538,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,13.5,1719.0
128.0,Jalen Green,9441840.0,SG,20.0,HOU,76.0,34.2,7.4,17.9,0.416,2.5,7.3,0.338,5.0,10.6,0.471,4.8,6.1,0.786,0.6,3.2,3.7,3.7,0.8,0.2,2.6,22.1,2602.0
129.0,Jakob Poeltl,9398148.0,C,27.0,SAS/TOR,72.0,26.5,5.4,8.6,0.629,0.0,0.0,0.0,5.4,8.6,0.63,1.7,2.8,0.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,12.5,1906.0
130.0,Nerlens Noel,9391069.0,C,28.0,BRK/DET,17.0,11.5,0.8,2.1,0.361,0.1,0.1,0.5,0.7,2.0,0.353,0.5,0.7,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,2.1,195.0
131.0,Royce O'Neale,9200000.0,SF,29.0,BRK,76.0,31.7,3.0,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,8.8,2409.0
132.0,Monte Morris,9125000.0,PG,27.0,WAS,62.0,27.3,4.0,8.3,0.48,1.3,3.3,0.382,2.7,5.0,0.543,1.0,1.2,0.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,10.3,1695.0
133.0,Mason Plumlee,9080417.0,C,32.0,LAC/CHO,79.0,26.0,4.2,6.1,0.68,0.0,0.0,,4.2,6.1,0.68,2.5,4.0,0.636,2.9,6.0,8.9,3.1,0.6,0.6,1.5,10.8,2054.0
134.0,Alex Caruso,9030000.0,PG,28.0,CHI,67.0,23.5,1.9,4.3,0.455,0.8,2.3,0.364,1.1,2.0,0.556,0.9,1.1,0.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,5.6,1575.0
135.0,Maxi Kleber,9000000.0,PF,31.0,DAL,37.0,25.1,2.1,4.6,0.456,1.1,3.0,0.348,1.0,1.5,0.667,0.7,1.0,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,5.9,930.0
136.0,Grayson Allen,8925000.0,SG,27.0,MIL,72.0,27.4,3.4,7.7,0.44,2.0,5.1,0.399,1.4,2.7,0.518,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,10.4,1972.0
137.0,Darius Garland,8920794.0,PG,23.0,CLE,69.0,35.5,7.6,16.4,0.462,2.4,6.0,0.41,5.1,10.4,0.492,4.0,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,21.6,2447.0
138.0,Isaiah Hartenstein,8854879.0,C,24.0,NYK,82.0,19.8,2.1,4.0,0.535,0.1,0.5,0.216,2.0,3.5,0.576,0.6,0.9,0.676,2.5,4.0,6.5,1.2,0.6,0.8,0.8,5.0,1626.0
139.0,Kyle Anderson,8780488.0,PF,29.0,MIN,69.0,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3.0,5.7,0.536,1.4,2.0,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,9.4,1957.0
140.0,Victor Oladipo,8750000.0,SG,30.0,MIA,42.0,26.3,3.8,9.6,0.397,1.7,5.0,0.33,2.1,4.5,0.471,1.4,1.9,0.747,0.4,2.7,3.0,3.5,1.4,0.3,2.1,10.7,1106.0
142.0,LaMelo Ball,8623920.0,PG,21.0,CHO,36.0,35.2,8.2,20.0,0.411,4.0,10.6,0.376,4.2,9.4,0.45,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,23.3,1268.0
143.0,Seth Curry,8496653.0,SG,32.0,BRK,61.0,19.9,3.4,7.4,0.463,1.5,3.8,0.405,1.9,3.6,0.525,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,9.2,1211.0
144.0,Evan Mobley,8478720.0,PF,21.0,CLE,79.0,34.4,6.6,12.0,0.554,0.3,1.3,0.216,6.4,10.7,0.595,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,16.2,2715.0
145.0,Gary Payton II,8300000.0,SG,30.0,GSW/POR,22.0,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2.0,0.651,0.3,0.3,0.857,1.1,2.0,3.1,1.4,1.0,0.2,0.7,4.6,367.0
146.0,Dewayne Dedmon,8283688.0,C,33.0,PHI/MIA,38.0,11.2,2.0,4.0,0.51,0.3,1.0,0.308,1.7,2.9,0.58,0.9,1.3,0.673,0.9,2.6,3.5,0.7,0.2,0.5,0.7,5.2,426.0
147.0,De'Anthony Melton,8250000.0,SG,24.0,PHI,77.0,27.9,3.6,8.5,0.425,2.0,5.2,0.39,1.6,3.2,0.484,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,10.1,2150.0
148.0,JaMychal Green,8200000.0,PF,32.0,GSW,57.0,14.0,2.4,4.4,0.54,0.7,1.9,0.378,1.6,2.5,0.667,0.9,1.2,0.776,1.3,2.3,3.6,0.9,0.4,0.4,0.9,6.4,797.0
149.0,Keegan Murray,8008440.0,SF,22.0,SAC,80.0,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,12.2,2382.0
150.0,Kevon Looney,8000000.0,C,26.0,GSW,82.0,23.9,3.0,4.7,0.63,0.0,0.0,0.0,3.0,4.7,0.632,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,7.0,1958.0
151.0,Thaddeus Young,8000000.0,PF,34.0,TOR,54.0,14.7,2.0,3.7,0.545,0.1,0.6,0.176,1.9,3.0,0.622,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1.0,0.1,0.8,4.4,795.0
152.0,Delon Wright,7804878.0,PG,30.0,WAS,50.0,24.4,2.8,5.8,0.474,0.8,2.4,0.345,1.9,3.4,0.564,1.0,1.2,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,7.4,1221.0
153.0,Patrick Williams,7775400.0,PF,21.0,CHI,82.0,28.3,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,1.1,1.3,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,10.2,2323.0
